index_id,date_anio,date,day_week,close,open,high,low,adj_close,volume,month_01,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12
00022,1930,1930-01-31,4,22.79,22.79,22.79,22.79,22.79,0,1,0,0,0,0,0,0,0,0,0,0,0
00023,1930,1930-02-03,0,22.74,22.74,22.74,22.74,22.74,0,0,1,0,0,0,0,0,0,0,0,0,0
00024,1930,1930-02-04,1,23.01,23.01,23.01,23.01,23.01,0,0,1,0,0,0,0,0,0,0,0,0,0
00025,1930,1930-02-05,2,23.31,23.31,23.31,23.31,23.31,0,0,1,0,0,0,0,0,0,0,0,0,0
00026,1930,1930-02-06,3,23.06,23.06,23.06,23.06,23.06,0,0,1,0,0,0,0,0,0,0,0,0,0
00027,1930,1930-02-07,4,22.97,22.97,22.97,22.97,22.97,0,0,1,0,0,0,0,0,0,0,0,0,0
00028,1930,1930-02-10,0,23.12,23.12,23.12,23.12,23.12,0,0,1,0,0,0,0,0,0,0,0,0,0
00029,1930,1930-02-11,1,23.32,23.32,23.32,23.32,23.32,0,0,1,0,0,0,0,0,0,0,0,0,0
00030,1930,1930-02-13,3,23.36,23.36,23.36,23.36,23.36,0,0,1,0,0,0,0,0,0,0,0,0,0
00031,1930,1930-02-14,4,23.35,23.35,23.35,23.35,23.35,0,0,1,0,0,0,0,0,0,0,0,0,0
00032,1930,1930-02-17,0,23.26,23.26,23.26,23.26,23.26,0,0,1,0,0,0,0,0,0,0,0,0,0
00033,1930,1930-02-18,1,23.28,23.28,23.28,23.28,23.28,0,0,1,0,0,0,0,0,0,0,0,0,0
00034,1930,1930-02-19,2,23.07,23.07,23.07,23.07,23.07,0,0,1,0,0,0,0,0,0,0,0,0,0
00035,1930,1930-02-20,3,22.64,22.64,22.64,22.64,22.64,0,0,1,0,0,0,0,0,0,0,0,0,0
00036,1930,1930-02-21,4,22.92,22.92,22.92,22.92,22.92,0,0,1,0,0,0,0,0,0,0,0,0,0
00037,1930,1930-02-24,0,22.68,22.68,22.68,22.68,22.68,0,0,1,0,0,0,0,0,0,0,0,0,0
00038,1930,1930-02-25,1,22.89,22.89,22.89,22.89,22.89,0,0,1,0,0,0,0,0,0,0,0,0,0
00039,1930,1930-02-26,2,23.11,23.11,23.11,23.11,23.11,0,0,1,0,0,0,0,0,0,0,0,0,0
00040,1930,1930-02-27,3,23.08,23.08,23.08,23.08,23.08,0,0,1,0,0,0,0,0,0,0,0,0,0
00041,1930,1930-02-28,4,23.28,23.28,23.28,23.28,23.28,0,0,1,0,0,0,0,0,0,0,0,0,0
00042,1930,1930-03-03,0,23.36,23.36,23.36,23.36,23.36,0,0,0,1,0,0,0,0,0,0,0,0,0
00043,1930,1930-03-04,1,23.54,23.54,23.54,23.54,23.54,0,0,0,1,0,0,0,0,0,0,0,0,0
00044,1930,1930-03-05,2,23.36,23.36,23.36,23.36,23.36,0,0,0,1,0,0,0,0,0,0,0,0,0
00045,1930,1930-03-06,3,23.59,23.59,23.59,23.59,23.59,0,0,0,1,0,0,0,0,0,0,0,0,0
00046,1930,1930-03-07,4,23.59,23.59,23.59,23.59,23.59,0,0,0,1,0,0,0,0,0,0,0,0,0
00047,1930,1930-03-10,0,23.67,23.67,23.67,23.67,23.67,0,0,0,1,0,0,0,0,0,0,0,0,0
00048,1930,1930-03-11,1,23.72,23.72,23.72,23.72,23.72,0,0,0,1,0,0,0,0,0,0,0,0,0
00049,1930,1930-03-12,2,23.46,23.46,23.46,23.46,23.46,0,0,0,1,0,0,0,0,0,0,0,0,0
00050,1930,1930-03-13,3,23.6,23.6,23.6,23.6,23.6,0,0,0,1,0,0,0,0,0,0,0,0,0
